customernumber	date	salutation	title	domain	datecreated	newsletter	model	paymenttype	deliverytype	invoicepostcode	delivpostcode	voucher	advertisingdatacode	case	numberitems	gift	entry	points	shippingcosts	deliverydatepromised	deliverydaterea	weight	remi	cancel	used	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	target90
20339	356	1	0	4	356	1	2	3	0	51	$null$	1		1	3	0	1	0	0	356	356	1283	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
46232	305	1	0	4	305	1	1	0	0	36	55	0	CA	5	1	0	0	0	0	305	305	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6537	361	0	0	12	361	0	3	1	1	59	$null$	0		5	5	0	1	0	0	361	361	2276	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0
29165	329	0	0	9	329	0	1	0	0	52	$null$	1		4	4	0	0	0	0	329	329	1908	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
10134	280	0	0	12	280	0	1	2	0	80	$null$	0		3	3	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
62261	329	0	0	9	329	0	3	1	1	65	$null$	0		1	1	0	1	0	0	329	329	205	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
41022	111	2	0	12	111	0	1	3	0	81	$null$	0		2	1	0	0	0	1	111	111	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
17537	98	2	0	12	98	0	1	0	0	49	$null$	1		4	1	0	0	0	0	98	98	816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23700	301	0	0	4	301	0	3	1	1	25	$null$	0		3	1	0	1	0	0	301	301	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
27013	239	0	0	9	239	0	3	0	0	99	$null$	0		4	1	0	1	0	0	239	239	829	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9984	120	1	0	12	120	0	1	0	0	27	$null$	0	AB	4	1	0	0	0	0	120	120	981	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
53740	227	1	0	12	227	0	3	1	1	27	$null$	0		4	3	0	1	0	0	227	227	1617	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
56749	237	0	0	4	237	0	3	0	0	23	23	0		3	2	0	1	0	0	237	237	1023	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
5779	223	2	0	1	223	0	2	2	0	45	$null$	0		4	2	0	1	0	0	223	223	707	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
11265	100	0	0	4	100	0	2	0	0	50	$null$	0		2	2	0	1	0	1	100	100	674	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
59709	193	0	0	1	193	1	1	0	0	31	$null$	0		2	2	0	0	0	1	193	193	475	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
24547	146	2	0	12	146	0	1	1	1	30	$null$	0		2	1	0	0	0	0	146	146	246	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6110	166	1	0	4	166	0	1	0	0	15	$null$	1	AH	1	1	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
41559	336	1	0	12	336	1	3	0	0	24	$null$	0		4	2	0	1	0	0	336	336	764	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
51182	152	0	0	4	152	0	1	0	0	41	52	0		4	3	0	0	0	0	152	152	2158	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
22541	342	0	0	1	342	0	3	0	0	42	$null$	0	AQ	5	3	0	0	0	0	342	342	262	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
49554	286	0	0	8	286	0	2	0	0	45	$null$	1		2	3	0	1	0	0	286	286	1205	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
56761	152	0	0	12	152	0	2	0	0	41	$null$	0		2	1	0	1	0	1	152	152	916	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
55479	118	0	0	12	118	0	2	0	0	51	$null$	0		3	1	0	1	0	0	118	118	1800	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
49504	242	1	0	12	242	0	1	3	0	44	$null$	0	BQ	1	1	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
37792	211	0	0	4	211	0	1	0	0	66	$null$	0		3	1	0	0	0	0	211	211	865	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
14623	129	0	0	5	129	0	1	0	0	34	$null$	0		4	1	0	0	0	0	129	129	890	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
8160	356	0	0	11	356	0	1	0	0	10	$null$	0	AB	3	1	0	0	0	1	356	356	570	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
47075	155	1	0	9	155	1	1	2	0	74	$null$	0		2	1	0	0	0	1	155	155	272	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38035	350	0	0	8	350	0	3	1	1	21	$null$	0		1	1	0	1	0	0	350	350	173	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64075	119	0	0	0	119	0	3	2	0	79	$null$	0		3	2	0	1	0	0	119	119	719	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
25797	173	0	0	8	173	0	1	0	0	35	$null$	0		4	1	0	0	0	0	173	173	157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
60956	130	2	0	4	130	0	1	0	0	59	$null$	0		5	4	0	0	0	0	130	130	179	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
30513	335	2	0	12	335	0	3	0	0	24	$null$	0		3	1	0	1	0	0	335	335	355	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
30630	308	0	0	4	308	1	3	1	1	73	$null$	0		4	3	0	1	0	0	308	308	751	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
38236	97	0	0	12	97	0	2	0	0	50	$null$	0		3	3	0	1	0	1	97	97	1046	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
20236	144	1	0	12	144	0	3	0	0	64	$null$	1		3	1	0	1	0	0	144	144	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20546	336	0	0	12	336	0	1	2	0	91	$null$	0		4	1	0	0	0	0	336	336	552	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
62269	101	2	0	1	101	0	1	3	0	63	$null$	0		4	2	0	0	0	0	101	101	1226	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
15161	101	0	0	5	101	1	1	0	0	85	92	0		4	8	0	0	0	0	101	101	3853	0	0	8	2	6	0	0	0	0	0	0	0	0	0	1
15722	335	1	0	4	335	0	1	2	0	77	$null$	0		5	3	0	0	0	0	335	335	1509	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
64092	306	1	0	4	306	0	3	2	0	24	$null$	0		4	1	0	1	0	0	306	306	884	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
18004	124	0	0	9	124	0	3	0	0	67	$null$	0		1	1	0	1	0	0	124	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
20791	224	0	0	8	224	1	2	0	0	52	$null$	0		3	3	0	1	0	0	224	224	588	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
37795	313	0	0	11	313	0	1	0	0	80	$null$	0		2	1	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
48587	339	0	0	4	339	0	1	0	0	18	$null$	0		4	3	0	0	0	0	339	339	1773	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
33614	166	2	0	12	166	0	1	0	0	82	$null$	0		2	1	0	0	0	1	166	166	417	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
16099	350	1	0	4	350	0	1	0	0	40	$null$	0		4	1	0	0	0	0	350	350	911	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
60071	357	1	0	12	357	0	1	1	1	38	$null$	0		4	3	0	0	0	0	357	357	1223	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
59137	282	1	0	12	282	0	1	1	1	53	$null$	0		4	1	0	0	0	0	282	282	598	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
20778	327	0	0	9	327	0	1	0	0	60	$null$	0		3	2	0	0	0	0	327	327	1192	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
52997	166	2	0	12	166	1	2	3	0	50	$null$	1		2	4	0	1	0	0	166	166	1569	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
47626	297	0	0	12	297	0	1	2	0	76	$null$	0		2	1	0	0	0	1	297	297	419	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
62339	313	0	0	5	313	0	1	0	0	79	$null$	0		3	1	0	0	0	0	313	313	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
60039	226	0	0	12	226	1	2	0	0	52	$null$	0		4	2	0	1	0	0	226	226	697	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
25686	175	0	0	0	175	1	1	0	0	97	$null$	0	BQ	2	1	0	0	0	1	175	175	302	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
25267	119	1	0	9	119	0	3	3	0	63	63	0		4	3	0	1	0	0	119	119	762	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
58734	167	2	0	8	167	1	1	0	0	73	$null$	0		4	3	0	0	0	0	167	167	1568	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
64800	168	1	0	11	168	0	3	1	1	53	$null$	0		3	3	0	1	0	0	168	168	960	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
20643	161	0	0	0	161	0	2	0	0	59	$null$	1		1	1	0	1	0	0	161	161	838	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20178	264	1	0	12	264	0	1	0	0	83	$null$	0		2	1	0	0	0	1	264	264	548	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
6634	343	0	0	4	343	0	2	2	0	49	$null$	1		1	1	0	1	0	0	343	343	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6589	186	0	0	4	186	1	3	0	0	54	$null$	0		4	4	0	1	0	0	186	186	1565	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
2471	227	0	0	8	227	0	1	0	0	6	$null$	0	AB	3	2	0	0	0	1	227	227	663	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
45421	119	0	0	8	119	0	1	0	0	58	$null$	0		4	4	0	0	0	0	119	119	1296	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
41621	352	1	0	3	352	0	1	1	1	30	$null$	0		1	1	0	0	0	0	352	352	587	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10156	186	0	0	4	186	0	3	0	0	26	$null$	0		3	1	0	1	0	0	186	186	742	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21551	103	1	0	0	103	0	3	2	0	81	$null$	0		3	1	0	1	0	1	103	103	554	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4104	304	1	0	9	304	0	3	0	0	63	$null$	1		1	5	0	1	0	0	304	304	3348	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
1406	91	0	0	12	91	0	1	3	0	52	52	0		3	2	0	0	0	0	91	91	504	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
9769	335	0	0	2	335	0	3	1	1	38	$null$	0		3	1	0	1	0	0	335	335	862	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
19894	316	1	0	12	316	1	3	1	1	97	$null$	0		4	4	0	1	0	0	316	316	1529	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
53660	317	0	0	9	317	1	2	0	0	99	$null$	1		1	1	0	1	0	0	317	317	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4758	91	0	0	0	91	0	3	0	0	84	$null$	0		3	1	0	1	0	1	91	91	554	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25086	177	1	0	9	177	0	2	2	0	41	$null$	0		4	1	0	1	0	0	177	177	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
29251	267	0	0	10	267	0	1	3	0	97	$null$	0		4	3	0	0	0	0	267	267	533	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
61290	275	0	0	9	275	1	2	0	0	44	$null$	1		1	5	0	1	0	0	275	275	1297	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0
38150	335	2	0	12	335	0	1	0	0	31	$null$	0	BQ	5	1	0	0	0	0	335	335	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
28249	322	0	0	5	322	0	1	2	0	66	$null$	0	AB	1	1	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12909	290	0	0	0	290	1	2	0	0	45	$null$	0		4	3	0	1	0	0	290	290	1458	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
17538	205	1	0	1	205	0	1	0	0	30	$null$	1	AR	1	1	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
46750	349	0	0	8	349	0	1	0	0	66	$null$	0		4	3	0	0	0	0	349	349	1077	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
30057	104	0	0	12	104	0	2	0	0	41	$null$	0		4	3	0	1	0	0	104	104	1613	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
38343	299	0	0	4	299	0	1	1	1	56	$null$	0		2	1	0	0	0	0	299	299	352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55604	295	1	0	2	295	0	1	1	1	54	$null$	0		2	1	0	0	0	0	295	295	298	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
29631	286	0	0	8	286	0	1	0	0	85	80	0	BQ	3	1	0	0	0	0	286	286	1575	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
61179	100	0	0	9	100	0	1	0	0	34	$null$	0		3	1	0	0	0	0	100	100	399	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
7604	271	0	0	4	271	0	3	1	1	99	$null$	0		5	2	0	1	0	0	271	271	646	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
48773	174	0	0	9	174	0	3	1	1	92	$null$	0		4	4	0	1	0	0	174	174	1909	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
44521	216	0	0	12	216	0	1	3	0	90	$null$	0		2	1	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
65625	300	0	0	12	300	0	3	3	0	56	$null$	0		3	1	0	1	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
41001	299	1	0	9	299	0	1	3	0	80	80	0		3	1	0	0	0	0	299	299	668	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
12375	110	0	0	4	110	0	2	0	0	53	$null$	1		1	3	0	1	0	0	110	110	1195	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
39912	123	0	0	9	123	0	3	0	0	24	$null$	0		4	2	0	1	0	0	123	123	1026	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16658	215	1	0	8	215	0	3	2	0	55	$null$	0		5	3	0	1	0	0	215	215	1710	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
36366	285	0	0	12	285	0	1	0	0	10	$null$	0	BQ	2	1	0	0	0	1	285	285	236	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
64427	336	0	0	4	336	0	1	0	0	53	$null$	0		4	2	0	0	0	0	336	336	563	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
4097	274	0	0	12	274	0	2	3	0	50	$null$	0		1	1	0	1	0	0	274	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
20320	218	0	0	8	218	0	2	1	1	41	$null$	0		5	1	0	1	0	0	218	218	260	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
46644	300	0	0	11	300	0	1	0	0	24	$null$	0		2	1	0	0	0	1	300	300	155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6046	348	1	0	12	348	0	1	3	0	97	$null$	0	AB	3	1	0	0	0	0	348	348	748	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
28310	282	0	0	8	282	0	1	0	0	96	$null$	0		4	1	0	0	0	0	282	282	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
61494	322	2	0	9	322	0	1	2	0	20	$null$	0		2	1	0	0	0	1	322	322	720	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
63434	203	1	0	3	203	0	2	0	0	45	$null$	1		1	2	0	1	0	1	203	203	203	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
14768	288	1	0	12	288	0	1	2	0	52	$null$	0		1	1	0	0	0	0	288	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10458	110	2	0	4	110	1	1	2	0	82	$null$	0		2	1	0	0	0	0	110	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
50120	279	1	0	12	279	0	3	1	1	82	$null$	0		5	2	0	1	0	0	279	279	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
7523	262	1	0	4	262	0	1	2	0	85	$null$	1	AX	1	1	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
22496	125	2	0	5	125	0	1	2	0	36	$null$	0		4	1	0	0	0	0	125	0	826	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9544	180	0	0	9	180	0	2	0	0	47	$null$	1		1	1	0	1	0	0	180	180	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
62396	241	0	0	9	241	0	1	0	0	79	$null$	0		3	4	0	0	0	0	241	241	1501	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
52866	318	1	0	12	318	0	1	0	0	51	51	0	AT	4	1	0	0	0	0	318	318	807	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
29370	141	1	0	8	141	0	1	3	0	72	$null$	0		5	1	0	0	0	0	141	141	503	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
64979	277	0	0	0	277	1	1	0	0	6	$null$	0		1	3	0	0	0	1	277	277	212	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
15293	327	1	0	9	327	0	3	1	1	13	$null$	0		4	1	0	1	0	0	327	327	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
39909	334	0	0	0	334	0	1	0	0	52	$null$	1	AX	1	1	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
39837	353	1	0	8	353	0	1	3	0	58	$null$	0		3	3	0	0	0	0	353	353	508	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
16631	255	1	0	2	255	0	1	2	0	75	$null$	0		2	1	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
40375	225	1	0	4	225	0	1	1	1	22	$null$	0	BQ	1	1	0	0	0	0	225	225	784	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
35785	105	1	0	12	105	0	2	1	1	50	$null$	0		5	3	0	1	0	0	105	105	1622	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
15936	184	0	0	4	184	0	1	2	0	23	$null$	0	BL	2	1	0	0	0	1	184	184	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
433	141	0	0	12	141	0	1	0	0	56	$null$	1		4	1	0	0	0	0	141	141	405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8930	112	0	0	3	112	0	1	3	0	41	$null$	0	CA	4	1	0	0	0	0	112	112	399	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
47707	206	1	0	4	206	0	1	0	0	78	$null$	1	AR	1	1	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
21011	311	0	0	12	311	0	3	0	0	23	$null$	0		4	4	0	1	0	0	311	311	769	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
23166	354	1	0	4	354	0	1	2	0	35	$null$	0		2	1	0	0	0	1	354	354	382	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
12860	245	0	0	9	245	0	3	0	0	31	$null$	0		2	1	0	1	0	1	245	245	420	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
25689	262	0	0	5	262	0	1	0	0	49	$null$	1	AX	1	1	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
31130	188	0	0	9	188	0	2	2	0	50	$null$	0		4	2	0	1	0	0	188	188	1737	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
60764	272	2	0	12	272	0	1	3	0	49	$null$	0	AB	5	1	0	0	0	1	272	272	99	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
36644	202	1	0	8	202	0	3	0	0	76	$null$	0		4	3	0	1	0	0	202	202	689	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
24175	176	0	0	11	176	0	1	0	0	1	$null$	0		3	1	0	0	0	0	176	176	590	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24189	321	2	0	12	321	0	1	0	0	52	$null$	0		4	1	0	0	0	0	321	321	464	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
45856	297	0	0	12	297	1	3	1	1	51	$null$	0		4	7	0	1	0	0	297	297	1047	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0
52871	162	1	0	4	162	0	1	2	0	42	$null$	1		4	1	0	0	0	0	162	162	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3269	417	0	0	4	417	0	2	0	0	44	$null$	1		3	4	0	1	0	0	417	417	1302	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0
65202	278	0	0	5	278	0	2	0	0	45	$null$	1		1	2	0	1	0	1	278	278	417	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
53591	106	0	0	12	106	0	2	0	0	41	$null$	1		1	4	0	1	0	0	106	106	1776	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
15390	232	0	0	4	232	0	1	3	0	1	$null$	0		3	2	0	0	0	0	232	232	140	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
24385	185	1	0	5	185	0	1	3	0	82	$null$	0		4	3	0	0	0	0	185	185	989	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
11069	193	0	0	12	193	0	1	0	0	53	$null$	0	AB	2	1	0	0	0	1	193	193	257	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
44340	259	0	0	8	259	0	1	0	0	27	$null$	0	BQ	3	3	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
49102	118	0	0	9	118	1	3	1	1	4	$null$	0		5	3	0	1	0	0	118	118	475	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
61705	101	1	0	2	101	0	3	0	0	75	$null$	0		5	1	0	1	0	0	101	101	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5342	271	0	0	8	271	0	2	0	0	40	$null$	0		2	1	0	1	0	1	271	271	256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
9280	298	1	0	4	298	0	1	0	0	78	$null$	0	AF	4	1	0	0	0	0	298	298	607	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
54926	173	1	0	12	173	0	1	3	0	65	$null$	0		3	3	0	0	0	0	173	173	740	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
45966	237	0	0	1	237	1	1	0	0	60	$null$	0		4	4	0	0	0	0	237	237	1480	0	0	2	2	2	0	0	0	0	0	0	0	0	0	1
53156	137	0	0	11	137	0	1	0	0	86	$null$	0		1	1	0	0	0	1	137	137	126	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
60801	116	1	0	9	116	0	3	0	0	45	$null$	0		2	1	0	1	0	1	116	116	293	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2199	343	0	0	3	343	0	1	1	1	60	$null$	0		2	1	0	0	0	0	343	343	539	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6487	364	1	0	4	364	0	1	1	1	96	$null$	0		4	1	0	0	0	0	364	364	540	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6546	227	1	0	12	227	0	2	3	0	59	$null$	0		4	1	0	1	0	1	227	227	568	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
29371	285	1	0	8	285	0	1	0	0	77	$null$	1		1	1	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
27106	184	1	0	12	184	0	3	0	0	56	$null$	0		2	1	0	1	0	1	184	184	140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
47465	223	0	0	8	223	0	1	0	0	26	$null$	0	BQ	3	2	0	0	0	0	223	223	243	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
34361	364	0	0	9	364	1	3	1	1	19	$null$	0		2	2	0	1	0	0	364	364	1145	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
50066	350	1	0	12	350	0	1	3	0	50	$null$	0		4	3	0	0	0	0	350	350	354	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0
50482	195	0	0	4	195	0	2	2	0	47	$null$	1		2	2	0	1	0	0	195	195	393	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
47089	351	1	0	8	351	0	1	0	0	36	$null$	0		4	2	0	0	0	0	351	351	1006	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
58515	181	2	0	6	181	0	1	0	0	32	$null$	0		5	1	0	0	0	0	181	181	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59779	170	0	0	4	170	0	1	0	0	59	$null$	0		5	3	0	0	0	0	170	170	1085	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
24476	213	0	0	2	213	0	1	0	0	90	$null$	0		4	1	0	0	0	0	213	213	768	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
29222	125	1	0	12	125	0	1	2	0	24	$null$	0	BF	2	1	0	0	0	1	125	0	496	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14894	124	1	0	9	124	0	3	0	0	73	$null$	0		1	1	0	1	0	1	124	124	179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
53649	335	1	0	8	335	0	3	0	0	22	$null$	0		5	2	0	1	0	0	335	335	276	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
30028	145	1	0	12	145	0	1	2	0	65	$null$	0		1	1	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13326	348	0	0	1	348	0	3	1	1	24	$null$	0		3	1	0	1	0	0	348	348	725	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5993	284	1	0	4	284	0	3	0	0	32	$null$	1		1	5	0	1	0	0	284	284	2531	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
51805	248	0	0	9	248	0	1	0	0	22	$null$	0		3	3	0	0	0	0	248	248	1360	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
49468	145	1	0	1	145	0	1	0	0	96	$null$	0	AB	4	1	0	0	0	0	145	145	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
16106	316	1	0	4	316	0	3	1	1	24	$null$	0		5	4	0	1	0	0	316	316	1659	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
7539	200	0	0	9	200	0	1	0	0	48	$null$	0	BQ	2	2	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
53012	230	0	0	12	230	0	3	0	0	26	$null$	0		4	4	0	1	0	0	230	230	1805	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
24926	272	0	0	2	272	1	3	0	0	99	$null$	0		5	12	0	1	0	0	272	272	1347	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
10616	322	0	0	4	322	0	1	3	0	24	70	0		4	1	0	0	0	0	322	322	875	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
10119	164	0	0	5	164	0	1	1	1	40	$null$	0		3	4	0	0	0	0	164	164	715	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
43550	366	0	0	12	366	0	3	1	1	17	$null$	0		4	4	0	1	0	0	366	366	1193	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1
